cracks found in handrail,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
leak in drag rope pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
replace fan hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
boom foot clevis pin has no grease,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
window frame is cracked,PhysicalObject/HoldingObject/FramingObject,window frame,crack
broken exhaust clamp,PhysicalObject/HoldingObject/PositioningObject,exhaust clamp,broken
mast dust flap needs to be repaired,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
pump contamination switch unserviceable,PhysicalObject/SensingObject/ConcentrationSensingObject,pump contamination switch,unserviceable
generator fault found,PhysicalObject/GeneratingObject/MechanicalToElectricalEnergyGeneratingObject,generator,fault
replace leaking drag motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
slew pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
emptying pto cavity,PhysicalObject/InterfacingObject/SpaceLinkingObject,pto cavity,emptying
oil found on frame,PhysicalObject,frame,found oil
engine air conditioner hose requires repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs repair
leaking air from condenser fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
parts washer pump hose needs repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
cooler pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leaking
unserviceable box coupling,PhysicalObject/InterfacingObject/NonDetachableCoupling,box coupling,unserviceable
steering pump hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,steering pump hose,needs replaced
leak in hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
replacing needed for swing motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing motor hose,needs replacing
apply loctite to engine pump bolt,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
grease leaking from air conditioner fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,air conditioner fan hose,leak grease
wiper motor hose has hydraulic oil leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,wiper motor hose,leak hydraulic oil
motor hose leaking needs replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,leaking
replace unserviceable thermostat,PhysicalObject/SensingObject/TemperatureSensingObject,thermostat,unserviceable
replace aerial for am / fm radio,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
need cleaning for walk motor brake switches,PhysicalObject/HumanInteractionObject/HandInteractionObject,walk motor brake switches,need cleaning
warm operator cabin air conditioner,PhysicalObject/EmittingObject/ElectricCoolingObject,operator cabin air conditioner,warm
handrail has cracks,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
replace leaking walk motor brake pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
blown o-ring in transmission hose,PhysicalObject/CoveringObject/InfillingObject,transmission hose o-ring,blown
crack found in hydraulic pipe,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hydraulic pipe,cracked
cracked fire suppression mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
engine pump hose needs to be repaired,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
replacing needed for bolt,PhysicalObject/HoldingObject/FasteningObject,bolt,needs replacing
exhaust clamp is broken,PhysicalObject/HoldingObject/PositioningObject,exhaust clamp,broken
not working weightometer,PhysicalObject/SensingObject/ForceSensingObject,weightometer,not working
engine pump hose needs repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
loctite needed for belly plate bolt,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
cracked window,PhysicalObject,window,crack
parts washer pump oil is leaking,PhysicalObject/ProtectingObject/WearProtectingObject,parts washer pump oil,leaking
leak hydraulic oil in swing brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leak hydraulic oil
headboard cracks need fixing,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,cracks
alarm triggered by slew pump chip sensor,PhysicalObject/SensingObject/ConcentrationSensingObject,slew pump chip sensor,alarm
mast raise cylinder pin has no grease,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
walk motor brake cooling return hose coolant leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
fault in air conditioner fuse,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,operator cabin air conditioner fuse,fault
cabin needs smoke detector replacement,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
padding found worn,PhysicalObject/ProtectingObject/PreventiveProtectingObject,padding,worn
repair cracks in cabin mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
repair crack in window frame,PhysicalObject/HoldingObject/FramingObject,window frame,crack
exhaust shield is cracked,PhysicalObject/ProtectingObject/TemperatureProtectingObject,exhaust shield,cracked
grease leak,PhysicalObject/ProtectingObject/WearProtectingObject,grease,leak
charge hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,charge hose,leaking
noisy equalizer bar bearing,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
pto cavity is emptying,PhysicalObject/InterfacingObject/SpaceLinkingObject,pto cavity,emptying
brake pump pressure gauge not working,PhysicalObject/PresentingObject/ScalarDisplay,brake pump pressure gauge,not working
grass blocking radiator,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
hoist motor hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
hmu hose needs extending,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hmu hose,needs extending
needs replaced brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,needs replaced
creeping found in cylinder,PhysicalObject,cylinder,creeping
hitch hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hitch hose,needs replacing
air brake line needs replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,air brake line,needs replacing
siren unserviceable and needs replacement,PhysicalObject/EmittingObject/AcousticWaveEmittingObject,siren,unserviceable
battery with dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
drag motor lube is faulty,PhysicalObject/ProtectingObject/WearProtectingObject,drag motor lube,fault
axle oil cooler hose blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,axle oil cooler hose,blown
leaking transmission oil,PhysicalObject/ProtectingObject/WearProtectingObject,transmission oil,leaks
pto pump hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,pto pump hose,leak coolant
cooler hose is weeping,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler hose,weeping
boom chord is cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
pto found not meshing,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,pto,not meshing
lighting needs tagging,PhysicalObject/EmittingObject/LightObject,lighting,requires tagging
crack found in windscreen,PhysicalObject/ControllingObject/SpaceAccessObject,windscreen,crack
replace starter fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,starter fuse,keeps blowing
hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
brake pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,brake pump bolt,needs loctite
revolving frame has found oil,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
repair crack in rock deflector,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,rock deflector,crack
bucket has cracks,PhysicalObject,bucket,cracks
replacing needed for differential pump bolt,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs replacing
centrifuge hose blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,blown
blown axle oil cooler hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,axle oil cooler hose,blown
no grease in dogbone pin,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
controller filter hose needs to be cleaned,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,controller filter hose,needs clean out
cooler fan hose needs clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
pump drive leaking fluid,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,pump drive,leaking
replace bolt needed,PhysicalObject/HoldingObject/FasteningObject,bolt,needs replacing
leaking roof heater taps,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
cabin door struts need replacing,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin door struts,require replacing
auto-spray currently not working,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,auto-spray,not working
operator cabin air conditioner is warm,PhysicalObject/EmittingObject/ElectricCoolingObject,operator cabin air conditioner,warm
adjust hoist brake out of adjustment,PhysicalObject/RestrictingObject/MovementRestrictingObject,hoist brake,out of adjustment
shaft needs to be replaced,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,shaft,requires replacing
replace leaking tank,PhysicalObject,tank,leak
clean out needed for pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs clean out
braces have cracks,PhysicalObject,braces,cracks
replace falling off steering control valve,PhysicalObject/ControllingObject/SealedFluidVaryingObject,steering control valve,falling off
walk motor brake pump has a leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
auto-greaser door window is broken,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,broken
replace leaking swing motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing motor hoses,leaking oil
replace broken handrail weld,PhysicalObject/CoveringObject/InfillingObject,handrail weld,broken
cooler pump hose leaking fuel,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leak fuel
fuel leaking from drag rope pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
cooler pump bolt needs loctite application,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
speedometer has stopped working,PhysicalObject/SensingObject/TimeRatingObject,speedometer,not working
battery dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
dust has a leak,PhysicalObject/Substance/Solid,dust,leak
repair leaks in engine,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
wiper motor hose leaking hydraulic oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,wiper motor hose,leak hydraulic oil
wiper fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,wiper fuse,keeps blowing
replace the air conditioner hose in cabin,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,operator cabin air conditioner hose,needs replaced
swing pump found broken,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,swing pump,broken
replace missing pump bolt,PhysicalObject/HoldingObject/FasteningObject,pump bolt,missing
replace leaking air tank safety valve,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
compressor is not working,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,compressor,not working
replace blown condenser fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,blown
broken cabin air conditioner belt,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,cabin air conditioner belt,broken
filter hose needs fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,filter hose,needs fitting
crack found in fuel tank,PhysicalObject,fuel tank,cracked
replace failed pto shaft universal joint,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,pto shaft universal joint,failed
head pulley shaft needs to be replaced,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,head pulley shaft,requires replacing
engine air conditioner control cable too tight,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,engine air conditioner control cable,tight
differential leak oil,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,differential,leak oil
gauges require replacing,PhysicalObject,gauges,requires replacing
control valve found unserviceable,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,unserviceable
pump hose needs clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs clean out
replace unserviceable box coupling,PhysicalObject/InterfacingObject/NonDetachableCoupling,box coupling,unserviceable
roller bearing making noise,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
blown hose in motor,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,blown
falling off control valve,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,falling off
cabin air conditioner thermostat unserviceable,PhysicalObject/SensingObject/TemperatureSensingObject,cabin air conditioner thermostat,unserviceable
unserviceable tyre,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,tyre,unserviceable
clam cylinder hose clamp is broken,PhysicalObject/HoldingObject/PositioningObject,clam cylinder hose clamp,broken
replace swing motor hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing motor hose,needs replacing
roller bearing is noisy,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
boom foot has a crack,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
mast raise cylinder pin needs grease,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
am / fm radio needs aerial,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
slew brake hose requires replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs replacing
replace air brake line,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,air brake line,needs replacing
cracked boom,PhysicalObject/HoldingObject/StructuralSupportingObject,boom,cracks
cooler hose is blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler hose,blown
wiper motor hose leaks oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,wiper motor hose,leak oil
brake pump pressure gauge found not working,PhysicalObject/PresentingObject/ScalarDisplay,brake pump pressure gauge,not working
loctite needed for slew pump bolt,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
air compressor oil leaking,PhysicalObject/ProtectingObject/WearProtectingObject,air compressor oil,leaking
hmu hose requires extending,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hmu hose,needs extending
repair leak in tank,PhysicalObject,tank,leak
need replacing hitch hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hitch hose,needs replacing
control cable broken,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,control cable,broken
screen unserviceable,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,screen,unserviceable
blown condenser fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,blown
replace broken cabin air conditioner belt,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,cabin air conditioner belt,broken
replace inverter batteries with no charge,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,inverter batteries,no charge
low slew pump cavity,PhysicalObject/InterfacingObject/SpaceLinkingObject,slew pump cavity,low
leaking oil from differential,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,differential,leak oil
clevis pin grease leak found,PhysicalObject/ProtectingObject/WearProtectingObject,clevis pin grease,leak
handrail weld found broken,PhysicalObject/CoveringObject/InfillingObject,handrail weld,broken
repair faults in air conditioner,PhysicalObject/EmittingObject/ElectricCoolingObject,air conditioner,faults
boom is cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,boom,cracks
repair cracked glass,PhysicalObject/InterfacingObject/SpaceLinkingObject,glass,cracked
replace weeping brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,weeping
swing brake hose has leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
grease missing on a-frame clevis pin,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
blowing fuse needs replacement,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,fuse,keep blowing
air conditioner fan pump leaking,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
leak hydraulic oil from crowd cylinder hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,crowd cylinder hose,leak hydraulic oil
blower inverter batteries show no charge,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,blower inverter batteries,no charge
cracks in fuel cooler mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fuel cooler mounts,cracks
parts washer pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,parts washer pump bolt,needs loctite
transmission oil has leaks,PhysicalObject/ProtectingObject/WearProtectingObject,transmission oil,leaks
broken swing pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,swing pump,broken
blown hose in cooler,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler hose,blown
fan pump bolt is broken,PhysicalObject/HoldingObject/FasteningObject,fan pump bolt,broken
replace unserviceable shaft universal joint,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,shaft universal joint,unserviceable
drag motor lube shows fault,PhysicalObject/ProtectingObject/WearProtectingObject,drag motor lube,fault
crack in gantry,PhysicalObject,gantry,crack
drag rope pump leak needs fixing,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leak
clevis pin is out,PhysicalObject/HoldingObject/FasteningObject,clevis pin,out
leaking centrifuge filter,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
grass obstructing radiator flow,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
leaking oil from swing brake filter,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,swing brake filter,leaking oil
replace dust flap needed,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,dust flap,needs replaced
repair hose leaking oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak oil
drag roller bearing has noise,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
drag rope pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs loctite
broken cooler hose clamp,PhysicalObject/HoldingObject/PositioningObject,cooler hose clamp,broken
adjust fitting on slew motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,needs fitting
mud bucket has cracks,PhysicalObject/StoringObject/MoveableStoringObject,mud bucket,cracks
blowing starter fuse,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,starter fuse,keeps blowing
battery cover hinges found seized,PhysicalObject/HoldingObject/JointingObject,battery cover hinges,seized
tripping out operator cabin compressor,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,operator cabin air conditioner compressor,tripping out
tank has a crack,PhysicalObject,tank,crack
air conditioner fuse has fault,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,operator cabin air conditioner fuse,fault
leaking engine pump oil,PhysicalObject/ProtectingObject/WearProtectingObject,engine pump oil,leaking
apply loctite to pto pump bolt,PhysicalObject/HoldingObject/FasteningObject,pto pump bolt,needs loctite
repair broken auto-greaser door window,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,broken
hoist motor hose needs extension,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,needs extending
air conditioner fan hose needs replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,air conditioner fan hose,blown
slew pump hose needs clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew pump hose,needs clean out
fire suppression mounts have cracks,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
clevis pin grease has a leak,PhysicalObject/ProtectingObject/WearProtectingObject,clevis pin grease,leak
replace not working weightometer,PhysicalObject/SensingObject/ForceSensingObject,weightometer,not working
crack in cabin power point,PhysicalObject/InterfacingObject/LowVoltageConnectingObject,cabin power point,cracked
replace unserviceable cabin air conditioner thermostat,PhysicalObject/SensingObject/TemperatureSensingObject,cabin air conditioner thermostat,unserviceable
swing motor hoses leaking oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing motor hoses,leaking oil
vims keypad light needs cleaning out,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
replace leaking pump motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,pump motor hose,leaking fuel
replace out of date extinguisher,PhysicalObject,extinguisher,out of date
clevis pin has come out,PhysicalObject/HoldingObject/FasteningObject,clevis pin,out
diverter valve has dust leak,PhysicalObject/ControllingObject/SolidSubstanceFlowVaryingObject,diverter valve,leak dust
dogbone bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs loctite
adjust fitting on engine oil cooler hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine oil cooler hose,needs fitting
replace the belly plate bolt,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs replaced
cooler fan hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,leak
extinguisher needs updating,PhysicalObject,extinguisher,out of date
replace leaking centrifuge hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
unserviceable pump contamination switch,PhysicalObject/SensingObject/ConcentrationSensingObject,pump contamination switch,unserviceable
slew pump oil is leaking,PhysicalObject/ProtectingObject/WearProtectingObject,slew pump oil,leaking
battery has dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
dogbone pin needs grease,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
cabin air conditioner drive is leaking,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
earthing out drag blower inverter,PhysicalObject/TransformingObject/ElectricEnergyConvertingObject,drag blower inverter,earthing out
cracked gantry needs repair,PhysicalObject,gantry,crack
weeping hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,weeping
cracked pipe,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,pipe,cracked
guide is unserviceable,PhysicalObject/GuidingObject/OpenEnclosureGuidingObject,guide,unserviceable
walk motor brake sensor is not reading,PhysicalObject/SensingObject,walk motor brake sensor,not reading
cracked cross braces need repair,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
pto cavity emptying,PhysicalObject/InterfacingObject/SpaceLinkingObject,pto cavity,emptying
air conditioner fan hose is leaking grease,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,air conditioner fan hose,leak grease
temperature error in brake,PhysicalObject/RestrictingObject/MovementRestrictingObject,brake,temperature error
repair crack in fuel tank,PhysicalObject/StoringObject/EnclosedStationaryStoringObject,fuel tank,crack
swing brake hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
lights fuse found faulty,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,lights fuse,fault
walk motor brake cooling return hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
cabin air conditioner belt needs replacement,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,cabin air conditioner belt,broken
hole in cabin door frame,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
leaking engine pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
hose is weeping,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,weeping
contamination switch on pto pump,PhysicalObject/SensingObject/ConcentrationSensingObject,pto pump contamination switch,on
walk motor brake pump needs repair for leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
slew pump hose needs to be cleaned,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew pump hose,needs clean out
engine oil cooler hose needs fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine oil cooler hose,needs fitting
swing brake filter is leaking oil,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,swing brake filter,leaking oil
windscreen crack,PhysicalObject/ControllingObject/SpaceAccessObject,windscreen,crack
boom hose o-ring is blown,PhysicalObject/CoveringObject/InfillingObject,boom hose o-ring,blown
drag roller requires change out,PhysicalObject/HoldingObject/JointingObject,drag roller,need change out
tyre is unserviceable,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,tyre,unserviceable
hoist brake hose leaking hydraulic oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist brake hose,leak hydraulic oil
replace wiper fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,wiper fuse,keeps blowing
drivers window fault found,PhysicalObject/ControllingObject/SpaceAccessObject,drivers window,fault
drag rope pump hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,needs replacing
motor hose blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,blown
clevis pin needs grease,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
repair cracks in braces,PhysicalObject,braces,cracks
crack in boom foot,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
guide needs replacement unserviceable,PhysicalObject/GuidingObject/OpenEnclosureGuidingObject,guide,unserviceable
apply loctite to carousel bolt,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
leaking brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
engine air conditioner requires repair,PhysicalObject/EmittingObject/ElectricCoolingObject,engine air conditioner,needs repair
gantry cracked,PhysicalObject,gantry,crack
blown hose in condenser fan,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,blown
boom cylinder hose needs replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom cylinder hose,needs replacing
clamps need loctite application,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
fuse is blowing repeatedly,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,fuse,keep blowing
replace unserviceable engine air conditioner,PhysicalObject/EmittingObject/ElectricCoolingObject,engine air conditioner,unserviceable
cooler pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
centrifuge hose leaking grease,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
extend hoist motor hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,needs extending
bolt requires replacing,PhysicalObject/HoldingObject/FasteningObject,bolt,needs replacing
fault in generator,PhysicalObject/GeneratingObject/MechanicalToElectricalEnergyGeneratingObject,generator,fault
pto pump contamination switch remains on,PhysicalObject/SensingObject/ConcentrationSensingObject,pto pump contamination switch,on
bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
replace brake pump pressure gauge not working,PhysicalObject/PresentingObject/ScalarDisplay,brake pump pressure gauge,not working
replacing needed for cooler pump bolt,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs replacing
replace leaking cabin air conditioner drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
broken window,PhysicalObject/ControllingObject/SpaceAccessObject,window,broken
replace leaking brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
